id,name,description,category,address,suburb,state,postcode,latitude,longitude,phone,email,website,hours,eligibility,cost,source_id,source_name,source_organisation,source_jurisdiction,source_license,source_url,source_date
osm_social_facilities_0113,Anglicare,Social Facility,community,,,VIC,,-37.9873385,145.2156887,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0114,Eunice House Aged Care Facility,Nursing Home,health,,,VIC,,-37.981678,145.2069533,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0115,RSL Murtoa,Community Centre,community,,,VIC,,-36.6169557,142.4668714,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0116,Mechanics Hall,Community Centre,community,,,VIC,,-36.6190323,142.4682889,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0117,Lexington Gardens Aged Care Facility,Group Home for senior,housing,Villa Road,Springvale,VIC,,-37.9492485,145.1401904,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0118,Community Hall,Community Centre,community,,,VIC,,-38.6337336,145.7286586,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0119,Curlwaa Memorial Hall,Community Centre,community,,,VIC,,-34.0990795,141.9720816,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0120,Victorian Allied Health Professionals Association,NGO,community,,,VIC,,-37.8074615,144.9542722,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0121,House With No Steps,NGO,community,,,VIC,,-37.7039831,145.0066486,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0122,UnitingCare Werribee Support and Housing,Social Facility,community,,,VIC,,-37.9026172,144.6627985,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0123,Southern Cross Care,Social Facility,community,,,VIC,,-37.8982719,145.0869812,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0124,Regis East Malvern,Group Home for senior,housing,,,VIC,,-37.878249,145.0633103,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0125,Progress Hall,Community Centre,community,,,VIC,,-37.9110446,145.0358015,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0126,Soldiers' Memorial Hall,Social Club,community,,,VIC,,-37.6765082,144.4406587,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0127,Bacchus Marsh Public Hall,Community Centre,community,,,VIC,,-37.6765775,144.4410405,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0128,Dandenong North senior citizens Centre,Community Centre,community,,,VIC,,-37.9658585,145.2099693,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0129,Fawkner Community & Sports Hall,Community Centre,community,,,VIC,,-37.7027927,144.9697809,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0130,Fawkner Senior Citizens Centre,Community Centre,community,,,VIC,,-37.7030634,144.9696445,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0131,Yooralla Community Hub,Community Centre,community,,,VIC,,-37.7030196,144.9698363,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0132,Katandra West Community Centre,Community Centre,community,,Katandra West,VIC,3634,-36.2282916,145.5598078,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0133,Drill Hall (for Praying Jum'ah),Community Centre,community,Therry Street,,VIC,,-37.8067602,144.9605573,,,,Fr 12:00-14:00,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0134,The Village Baxter,Assisted Living for senior,community,Robinsons Road,Frankston South,VIC,3199,-38.1762422,145.1441447,,,https://www.villagebaxter.com/,Mo-Fr 08:00-16:00,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0135,Griffith Neighbourhood Centre,Community Centre,community,Stuart Street,,VIC,,-35.3274418,149.1420359,,,https://communityservices1.org/venue-hire/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0136,Hoskinstown War Memorial Hall,Community Centre,community,,,VIC,,-35.4163098,149.4504807,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0137,Lucas Community Hub,Community Centre,community,Coltman Plaza,Lucas,VIC,3350,-37.5441627,143.7836442,,,,Mo-Fr 09:00-17:00,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0138,Sale Girl Guides Hall,Community Centre,community,Market Street,Sale,VIC,3850,-38.1017528,147.0723542,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0139,Mercy Place Montrose,Group Home for senior,housing,,,VIC,,-37.8134923,145.35116,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0140,Googong Community Centre,Community Centre,community,,,VIC,,-35.4230698,149.2369244,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0141,Selby Community House,Community Centre,community,,,VIC,,-37.9125504,145.3727716,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0142,WeCycle,Community Centre,community,,,VIC,,-37.7680671,144.9918782,,wecyclemelbourne@gmail.com,http://www.wecycle-melbourne.com,Sa 10:00-15:00,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0143,Wonthaggi Citizens Band,Social Club,community,Billson Street,Wonthaggi,VIC,3995,-38.6090431,145.5895901,,,,Fr 19:30-22:00,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0144,West Turk House & Elderly,Social Facility,community,Princess Street,,VIC,,-37.7450076,144.8012715,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0145,Rosewood Gardens,Social Facility,community,,,VIC,,-37.8673702,145.0920807,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0146,Highwood Court Aged Care,Social Facility,community,Warrigal Road,,VIC,,-37.853194,145.095626,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0147,Elizabeth Gardens,Social Facility,community,,,VIC,,-37.8573725,145.0948024,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0148,Box Hill Community Arts Centre,Community Centre,community,Station Street,Box Hill,VIC,3128,-37.8252636,145.1227673,,,https://www.bhcac.com.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0149,DIVRS,NGO,community,,,VIC,,-37.7434519,145.002945,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0150,MDIS,NGO,community,,,VIC,,-37.7441829,145.0075022,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0151,ADEC,NGO,community,,,VIC,,-37.7460278,145.0054806,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0152,Edithvale Family & Children Centre,Community Centre,community,,,VIC,,-38.0353952,145.1191396,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0153,Chelsea Community Support Services,Community Centre,community,,,VIC,,-38.0511986,145.1166514,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0154,Neuro Rehab,Social Facility,community,,,VIC,,-37.7713705,144.7738677,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0155,Venus Bay Community Centre,Community Centre,community,Canterbury Road,Venus Bay,VIC,3956,-38.6995551,145.8193829,+61 3 5663 7499,vbcc@bigpond.com,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0157,Women’s Health West,Social Facility,community,Barkly Street,,VIC,,-37.7992263,144.8936094,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0158,Hazelwood House,Nursing Home for senior,health,,,VIC,,-38.3177596,146.4229877,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0159,Lorne Community House,Community Centre,community,Mountjoy Parade,Lorne,VIC,3232,-38.5365271,143.9732849,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0160,Viv’s Community Kitchen,Community Centre,community,Zeplins Lane,,VIC,,-37.8231015,145.0984236,,,,Th 09:00-18:00,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0161,Neerim Junction Hall,Community Centre,community,,,VIC,,-37.92829,145.9611391,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0162,Don Bosco Youth Centre,Community Centre,community,,,VIC,,-37.7598799,144.9632092,,,https://donbosco.org.au/youth-centre-2,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0163,Veterans Support Centre Belconnen,Community Centre,community,,,VIC,,-35.2350036,149.049329,,,https://www.vscact.org.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0164,Calabria Club,Community Centre,community,,,VIC,,-37.6393201,144.824313,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0165,Grovedale Neighbourhood House,Community Centre,community,,,VIC,,-38.2082003,144.3334097,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0166,Fronditha Care,Group Home for senior,housing,,,VIC,,-37.7646049,145.0210288,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0167,Australian Irish Welfare Bureau,NGO,community,High Street,Northcote,VIC,3070,-37.7670175,144.9993675,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0168,Yarroweyah Memorial Hall,Community Centre,community,,,VIC,,-35.9250966,145.5605949,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0169,Fairfield Community Centre,Community Centre,community,Arthur Street,Fairfield,VIC,3078,-37.7774552,145.0186786,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0170,Beaumaris Men's Shed,Community Centre,community,,,VIC,,-37.9820277,145.0510102,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0171,Beaumaris Theatre Inc,Community Centre,community,,,VIC,,-37.9820277,145.0505435,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0172,Fusion,Community Centre,community,,,VIC,,-34.8046176,145.8808512,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0173,Cypress View Lodge,Group Home for senior,housing,Kookaburra Avenue,,VIC,,-34.8086638,145.879566,,,https://cypressviewlodge.org.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0174,Public Transport Users Association,NGO,community,,,VIC,,-37.8154904,144.9632047,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0175,Inglewood Community Hub,Community Centre,community,Verdon Street,,VIC,,-36.57617,143.8672816,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
